time,yo,
87.727,284,
87.734,279,
87.741,282,
87.748,276,
87.755,279,
87.762,288,
87.769,275,
87.777,279,
87.784,283,
87.791,275,
87.798,280,
87.805,279,
87.812,276,
87.819,282,
87.827,279,
87.834,280,
87.841,285,
87.848,278,
87.855,283,
87.862,285,
87.869,280,
87.877,283,
87.884,279,
87.891,274,
87.898,283,
87.905,281,
87.912,277,
87.919,284,
87.927,276,
87.934,280,
87.941,283,
87.948,280,
87.955,276,
87.962,282,
87.969,282,
87.977,278,
87.984,278,
87.991,276,
87.998,284,
88.005,282,
88.012,290,
88.019,289,
88.027,281,
88.034,289,
88.041,284,
88.048,284,
88.055,289,
88.062,275,
88.069,280,
88.077,280,
88.084,277,
88.091,281,
88.098,280,
88.105,277,
88.112,296,
88.119,330,
88.127,354,
88.134,365,
88.141,318,
88.148,291,
88.155,274,
88.162,271,
88.169,271,
88.177,277,
88.184,275,
88.191,276,
88.198,282,
88.205,275,
88.212,279,
88.219,277,
88.227,280,
88.234,283,
88.241,279,
88.248,283,
88.255,283,
88.262,282,
88.269,278,
88.277,288,
88.284,281,
88.291,282,
88.298,290,
88.305,284,
88.312,284,
88.319,290,
88.327,285,
88.334,289,
88.341,292,
88.348,282,
88.355,292,
88.362,294,
88.369,288,
88.377,294,
88.384,297,
88.391,291,
88.398,300,
88.405,296,
88.412,288,
88.419,293,
88.427,284,
88.434,290,
88.441,288,
88.448,279,
88.455,286,
88.462,286,
88.469,272,
88.477,284,
88.484,280,
88.491,279,
88.498,284,
88.505,282,
88.512,279,
88.519,283,
88.527,282,
88.534,285,
88.541,287,
88.548,286,
88.555,280,
88.562,277,
88.569,287,
88.577,283,
88.584,282,
88.591,286,
88.598,286,
88.605,280,
88.612,288,
88.619,290,
88.627,279,
88.634,288,
88.641,283,
88.648,284,
88.655,286,
88.662,283,
88.669,288,
88.677,291,
88.684,284,
88.691,292,
88.698,291,
88.705,284,
88.712,291,
88.719,288,
88.727,285,
88.734,292,
88.741,281,
88.748,280,
88.755,290,
88.762,279,
88.769,278,
88.777,279,
88.784,280,
88.791,292,
88.798,327,
88.805,353,
88.812,368,
88.819,341,
88.827,296,
88.834,278,
88.841,276,
88.848,274,
88.855,278,
88.862,276,
88.869,277,
88.877,282,
88.884,275,
88.891,275,
88.898,284,
88.905,276,
88.912,283,
88.919,288,
88.927,277,
88.934,289,
88.941,278,
88.948,282,
88.955,288,
88.962,288,
88.969,283,
88.977,288,
88.984,285,
88.991,290,
88.998,293,
89.005,288,
89.012,292,
89.019,294,
89.027,288,
89.034,297,
89.041,296,
89.048,296,
89.055,299,
89.062,296,
89.069,292,
89.077,298,
89.084,298,
89.091,298,
89.098,292,
89.105,289,
89.112,289,
89.119,283,
89.127,286,
89.134,288,
89.141,285,
89.148,281,
89.155,282,
89.162,282,
89.169,282,
89.177,286,
89.184,286,
89.191,284,
89.198,288,
89.205,284,
89.212,290,
89.219,288,
89.227,286,
89.234,288,
89.241,284,
89.248,287,
89.255,294,
89.262,286,
89.269,289,
89.277,285,
89.284,284,
89.291,289,
89.298,285,
89.305,286,
89.312,296,
89.319,283,
89.327,288,
89.334,294,
89.341,284,
89.348,291,
89.355,294,
89.362,290,
89.369,293,
89.377,293,
89.384,288,
89.391,295,
89.398,294,
89.405,285,
89.412,292,
89.419,286,
89.427,280,
89.434,293,
89.441,283,
89.448,282,
89.455,288,
89.462,292,
89.469,324,
89.477,357,
89.484,375,
89.491,359,
89.498,313,
89.505,278,
89.512,281,
89.519,282,
89.527,278,
89.534,285,
89.541,276,
89.548,280,
89.555,284,
89.562,283,
89.569,290,
89.577,287,
89.584,285,
89.591,286,
89.598,285,
89.605,283,
89.612,284,
89.619,288,
89.627,285,
89.634,288,
89.641,286,
89.648,296,
89.655,288,
89.662,293,
89.669,298,
89.677,296,
89.684,303,
89.691,297,
89.698,299,
89.705,299,
89.712,302,
89.719,301,
89.727,305,
89.734,300,
89.741,297,
89.748,303,
89.755,300,
89.762,299,
89.769,297,
89.777,296,
89.784,288,
89.791,297,
89.798,283,
89.805,288,
89.812,293,
89.819,283,
89.827,291,
89.834,292,
89.841,286,
89.848,288,
89.855,289,
89.862,283,
89.869,296,
89.877,291,
89.884,289,
89.891,290,
89.898,289,
89.905,290,
89.912,299,
89.919,285,
89.927,292,
89.934,292,
89.941,282,
89.948,291,
89.955,291,
89.962,288,
89.969,296,
89.977,290,
89.984,283,
89.991,295,
89.998,284,
90.005,291,
90.012,292,
90.019,288,
90.027,290,
90.034,301,
90.041,289,
90.048,296,
90.055,298,
90.062,289,
90.069,296,
90.077,299,
90.084,287,
90.091,288,
90.098,284,
90.105,286,
90.112,290,
90.119,284,
90.127,281,
90.134,289,
90.141,294,
90.148,317,
90.155,354,
90.162,366,
90.169,347,
90.177,310,
90.184,275,
90.191,283,
90.198,279,
90.205,284,
90.212,276,
90.219,280,
90.227,284,
90.234,283,
90.241,285,
90.248,289,
90.255,280,
90.262,285,
90.269,294,
90.277,286,
90.284,293,
90.291,292,
90.298,284,
90.305,295,
90.312,292,
90.319,288,
90.327,300,
90.334,297,
90.341,291,
90.348,298,
90.355,291,
90.362,299,
90.369,299,
90.377,293,
90.384,305,
90.391,305,
90.398,296,
90.405,304,
90.412,304,
90.419,299,
90.427,302,
90.434,300,
90.441,295,
90.448,302,
90.455,293,
90.462,293,
90.469,293,
90.477,287,
90.484,290,
90.491,294,
90.498,286,
90.505,291,
90.512,293,
90.519,285,
90.527,294,
90.534,291,
90.541,292,
90.548,294,
90.555,291,
90.562,293,
90.569,295,
90.577,290,
90.584,294,
90.591,297,
90.598,288,
90.605,291,
90.612,297,
90.619,291,
90.627,295,
90.634,295,
90.641,292,
90.648,291,
90.655,288,
90.662,293,
90.669,300,
90.677,293,
90.684,293,
90.691,300,
90.698,294,
90.705,299,
90.712,298,
90.719,296,
90.727,304,
90.734,296,
90.741,297,
90.748,292,
90.755,288,
90.762,297,
90.77,292,
90.777,288,
90.784,290,
90.791,290,
90.798,304,
90.805,338,
90.812,364,
90.819,371,
90.827,347,
90.834,305,
90.841,285,
90.848,291,
90.855,283,
90.862,292,
90.869,285,
90.877,279,
90.884,289,
90.891,289,
90.898,283,
90.905,296,
90.912,289,
90.919,286,
90.927,292,
90.934,289,
90.941,293,
90.948,297,
90.955,293,
90.962,291,
90.969,297,
90.977,294,
90.984,300,
90.991,295,
90.998,294,
91.005,303,
91.012,296,
91.019,299,
91.027,304,
91.034,299,
91.041,300,
91.048,307,
91.055,301,
91.062,303,
91.069,309,
91.077,306,
91.084,304,
91.091,311,
91.098,299,
91.105,305,
91.112,296,
91.119,291,
91.127,299,
91.134,295,
91.141,292,
91.148,296,
91.155,290,
91.162,296,
91.169,299,
91.177,288,
91.184,295,
91.191,298,
91.198,292,
91.205,293,
91.212,298,
91.219,293,
91.227,299,
91.234,295,
91.241,296,
91.248,296,
91.255,295,
91.262,300,
91.269,290,
91.277,296,
91.284,302,
91.291,292,
91.298,296,
91.305,300,
91.312,291,
91.319,300,
91.327,297,
91.334,298,
91.341,300,
91.348,300,
91.355,295,
91.362,302,
91.369,298,
91.377,298,
91.384,303,
91.391,293,
91.398,295,
91.405,300,
91.412,291,
91.419,295,
91.427,299,
91.434,288,
91.441,294,
91.448,306,
91.455,329,
91.462,371,
91.469,377,
91.477,349,
91.484,318,
91.491,282,
91.498,291,
91.505,292,
91.512,284,
91.519,289,
91.527,292,
91.534,286,
91.541,295,
91.548,295,
91.555,288,
91.562,292,
91.569,294,
91.577,295,
91.584,298,
91.591,296,
91.598,294,
91.605,300,
91.612,296,
91.619,294,
91.627,302,
91.634,296,
91.641,302,
91.648,299,
91.655,298,
91.662,304,
91.669,302,
91.677,300,
91.684,308,
91.691,309,
91.698,302,
91.705,310,
91.712,303,
91.719,304,
91.727,314,
91.734,301,
91.741,305,
91.748,311,
91.755,303,
91.762,302,
91.769,292,
91.777,296,
91.784,299,
91.791,295,
91.798,298,
91.805,297,
91.812,298,
91.819,300,
91.827,296,
91.834,296,
91.841,300,
91.848,292,
91.855,300,
91.862,297,
91.869,297,
91.877,300,
91.884,298,
91.891,298,
91.898,302,
91.905,297,
91.912,296,
91.919,302,
91.927,299,
91.934,296,
91.941,300,
91.948,298,
91.955,296,
91.962,303,
91.969,298,
91.977,298,
91.984,300,
91.991,300,
91.998,302,
92.005,305,
92.012,301,
92.019,307,
92.027,303,
92.034,298,
92.041,305,
92.048,300,
92.055,300,
92.062,302,
92.069,294,
92.077,297,
92.084,304,
92.091,293,
92.098,294,
92.105,298,
92.112,313,
92.119,347,
92.127,381,
92.134,377,
92.141,349,
92.148,313,
92.155,288,
92.162,290,
92.169,288,
92.177,290,
92.184,296,
92.191,290,
92.198,290,
92.205,301,
92.212,289,
92.219,297,
92.227,298,
92.234,291,
92.241,298,
92.248,298,
92.255,292,
92.262,301,
92.269,296,
92.277,296,
92.284,304,
92.291,300,
92.298,305,
92.305,303,
92.312,302,
92.319,314,
92.327,304,
92.334,309,
92.341,309,
92.348,304,
92.355,311,
92.362,310,
92.369,304,
92.377,312,
92.384,308,
92.391,311,
92.398,316,
92.405,305,
92.412,308,
92.419,314,
92.427,299,
92.434,304,
92.441,308,
92.448,296,
92.455,302,
92.462,303,
92.469,294,
92.477,297,
92.484,301,
92.491,299,
92.498,301,
92.505,301,
92.512,298,
92.519,306,
92.527,302,
92.534,304,
92.541,303,
92.548,295,
92.555,302,
92.562,306,
92.569,298,
92.577,306,
92.584,300,
92.591,304,
92.598,305,
92.605,301,
92.612,300,
92.619,308,
92.627,303,
92.634,297,
92.641,306,
92.648,304,
92.655,307,
92.662,311,
92.669,304,
92.677,304,
92.684,311,
92.691,302,
92.698,310,
92.705,302,
92.712,296,
92.719,306,
92.727,302,
92.734,297,
92.741,302,
92.748,295,
92.755,300,
92.762,304,
92.769,315,
92.777,355,
92.784,387,
92.791,380,
92.798,352,
92.805,316,
92.812,291,
92.819,297,
92.827,293,
92.834,299,
92.841,299,
92.848,297,
92.855,299,
92.862,297,
92.869,296,
92.877,308,
92.884,302,
92.891,302,
92.898,304,
92.905,299,
92.912,307,
92.919,308,
92.927,302,
92.934,309,
92.941,309,
92.948,303,
92.955,310,
92.962,306,
92.969,309,
92.977,314,
92.984,310,
92.991,311,
92.998,312,
93.005,314,
93.012,313,
93.019,317,
93.027,316,
93.034,313,
93.041,318,
93.048,314,
93.055,323,
93.062,315,
93.069,305,
93.077,313,
93.084,308,
93.091,302,
93.098,308,
93.105,304,
93.112,306,
93.119,310,
93.127,300,
93.134,305,
93.141,307,
93.148,302,
93.155,307,
93.162,307,
93.169,302,
93.177,308,
93.184,308,
93.191,307,
93.198,313,
93.205,304,
93.212,304,
93.219,311,
93.227,304,
93.234,308,
93.241,306,
93.248,305,
93.255,309,
93.262,307,
93.269,304,
93.277,307,
93.284,309,
93.291,303,
93.298,311,
93.305,309,
93.312,309,
93.319,313,
93.327,306,
93.334,309,
93.341,313,
93.348,309,
93.355,311,
93.362,311,
93.369,304,
93.377,305,
93.384,301,
93.391,310,
93.398,308,
93.405,298,
93.412,305,
93.419,309,
93.427,323,
93.434,362,
93.441,390,
93.448,388,
93.455,349,
93.462,311,
93.469,297,
93.477,300,
93.484,292,
93.491,306,
93.498,296,
93.505,298,
93.512,301,
93.519,297,
93.527,300,
93.534,306,
93.541,306,
93.548,301,
93.555,310,
93.562,305,
93.569,306,
93.577,310,
93.584,305,
93.591,310,
93.598,314,
93.605,305,
93.612,311,
93.619,310,
93.627,309,
93.634,315,
93.641,314,
93.648,313,
93.655,318,
93.662,312,
93.669,315,
93.677,325,
93.684,314,
93.691,320,
93.698,326,
93.705,320,
93.712,321,
93.719,324,
93.727,316,
93.734,317,
93.741,312,
93.748,308,
93.755,314,
93.762,306,
93.769,305,
93.777,312,
93.784,306,
93.791,307,
93.798,312,
93.805,308,
93.812,310,
93.819,308,
93.827,306,
93.834,311,
93.841,311,
93.848,306,
93.855,311,
93.862,313,
93.869,307,
93.877,314,
93.884,308,
93.891,308,
93.898,313,
93.905,303,
93.912,314,
93.919,307,
93.927,312,
93.934,310,
93.941,304,
93.948,310,
93.955,314,
93.962,311,
93.969,315,
93.977,310,
93.984,312,
93.991,316,
93.998,312,
94.005,313,
94.012,319,
94.019,320,
94.027,312,
94.034,310,
94.041,309,
94.048,313,
94.055,312,
94.062,306,
94.069,311,
94.077,306,
94.084,302,
94.091,340,
94.098,371,
94.105,394,
94.112,387,
94.121,336,
94.127,306,
94.134,306,
94.141,297,
94.148,301,
94.155,308,
94.162,300,
94.169,306,
94.177,305,
94.184,300,
94.191,309,
94.198,304,
94.205,302,
94.212,314,
94.219,310,
94.227,305,
94.234,310,
94.241,307,
94.248,313,
94.255,315,
94.262,313,
94.269,313,
94.277,317,
94.284,312,
94.291,317,
94.298,318,
94.305,312,
94.312,323,
94.319,314,
94.327,320,
94.334,322,
94.341,321,
94.348,320,
94.355,324,
94.362,322,
94.372,329,
94.377,329,
94.384,321,
94.391,320,
94.398,322,
94.405,313,
94.412,316,
94.419,308,
94.427,308,
94.434,313,
94.441,308,
94.448,311,
94.455,315,
94.462,305,
94.469,313,
94.477,306,
94.484,313,
94.491,313,
94.498,309,
94.505,316,
94.512,316,
94.519,306,
94.527,313,
94.534,310,
94.541,309,
94.548,317,
94.555,313,
94.562,310,
94.569,314,
94.577,310,
94.584,314,
94.591,317,
94.598,312,
94.605,312,
94.612,317,
94.619,314,
94.627,320,
94.634,318,
94.641,310,
94.648,322,
94.655,316,
94.662,313,
94.669,320,
94.677,311,
94.684,310,
94.691,317,
94.698,307,
94.705,312,
94.712,316,
94.719,302,
94.727,315,
94.734,324,
94.741,352,
94.748,387,
94.755,393,
94.762,359,
94.769,328,
94.777,305,
94.784,301,
94.791,307,
94.798,300,
94.805,302,
94.812,310,
94.819,302,
94.827,307,
94.834,313,
94.841,306,
94.848,310,
94.855,310,
94.862,308,
94.869,315,
94.877,312,
94.884,311,
94.891,320,
94.898,313,
94.905,310,
94.912,322,
94.919,314,
94.927,315,
94.934,322,
94.941,318,
94.948,316,
94.955,325,
94.962,313,
94.969,324,
94.977,327,
94.984,318,
94.991,326,
94.998,323,
95.005,323,
95.012,326,
95.019,324,
95.027,325,
95.034,319,
95.041,316,
95.048,320,
95.055,316,
95.062,314,
95.069,313,
95.077,309,
95.084,318,
95.091,314,
95.098,308,
95.105,317,
95.112,310,
95.119,312,
95.127,317,
95.134,315,
95.141,315,
95.148,319,
95.155,316,
95.162,314,
95.169,321,
95.177,315,
95.184,316,
95.191,321,
95.198,313,
95.205,316,
95.212,313,
95.219,315,
95.227,316,
95.234,317,
95.241,313,
95.248,322,
95.255,316,
95.262,320,
95.269,321,
95.277,313,
95.284,322,
95.291,322,
95.298,318,
95.305,321,
95.312,321,
95.319,314,
95.327,318,
95.334,314,
95.341,312,
95.348,315,
95.355,309,
95.362,305,
95.369,320,
95.377,340,
95.384,379,
95.391,402,
95.398,383,
95.405,345,
95.412,312,
95.419,304,
95.427,312,
95.434,309,
95.441,305,
95.448,308,
95.455,304,
95.462,310,
95.469,314,
95.477,308,
95.484,311,
95.491,322,
95.498,309,
95.505,315,
95.512,321,
95.519,311,
95.527,319,
95.534,316,
95.541,317,
95.548,320,
95.555,318,
95.562,313,
95.569,322,
95.577,314,
95.584,325,
95.591,321,
95.598,321,
95.605,330,
95.612,321,
95.619,324,
95.627,331,
95.634,328,
95.641,332,
95.648,331,
95.655,322,
95.662,329,
95.669,326,
95.677,322,
95.684,324,
95.691,316,
95.698,313,
95.705,320,
95.712,315,
95.719,312,
95.727,323,
95.734,316,
95.741,318,
95.748,321,
95.755,313,
95.762,320,
95.769,319,
95.777,309,
95.784,321,
95.791,318,
95.798,318,
95.805,321,
95.812,317,
95.819,315,
95.827,322,
95.834,313,
95.841,317,
95.848,323,
95.855,312,
95.862,321,
95.869,323,
95.877,312,
95.884,324,
95.891,320,
95.898,317,
95.905,325,
95.912,323,
95.919,316,
95.927,325,
95.934,324,
95.941,319,
95.948,324,
95.955,321,
95.962,318,
95.969,321,
95.977,315,
95.984,320,
95.991,317,
95.998,313,
96.005,317,
96.012,322,
96.019,339,
96.027,379,
96.034,407,
96.041,393,
96.048,358,
96.055,317,
96.062,307,
96.069,310,
96.077,306,
96.084,307,
96.091,317,
96.098,315,
96.105,312,
96.112,306,
96.119,315,
96.127,313,
96.134,312,
96.141,320,
96.148,315,
96.155,309,
96.162,321,
96.169,316,
96.177,320,
96.184,322,
96.191,315,
96.198,323,
96.205,331,
96.212,321,
96.219,327,
96.227,327,
96.234,320,
96.241,328,
96.248,328,
96.255,324,
96.262,332,
96.269,332,
96.277,328,
96.284,335,
96.291,327,
96.298,334,
96.305,335,
96.312,323,
96.319,323,
96.327,325,
96.334,318,
96.341,325,
96.348,314,
96.355,312,
96.362,322,
96.369,318,
96.377,317,
96.384,320,
96.391,316,
96.398,317,
96.405,323,
96.412,319,
96.419,318,
96.427,324,
96.434,317,
96.441,320,
96.448,324,
96.455,320,
96.462,321,
96.469,320,
96.477,312,
96.484,322,
96.491,321,
96.498,318,
96.505,326,
96.512,320,
96.519,320,
96.527,321,
96.534,320,
96.541,322,
96.548,325,
96.555,321,
96.562,326,
96.569,329,
96.577,320,
96.584,326,
96.591,322,
96.598,320,
96.605,331,
96.612,324,
96.619,320,
96.627,317,
96.634,322,
96.641,324,
96.649,320,
96.655,313,
96.662,318,
96.669,321,
96.677,347,
96.684,383,
96.691,403,
96.698,406,
96.705,358,
96.712,323,
96.719,313,
96.727,307,
96.734,309,
96.741,317,
96.748,310,
96.755,308,
96.762,321,
96.769,312,
96.777,317,
96.784,318,
96.791,315,
96.798,320,
96.805,320,
96.812,316,
96.819,325,
96.827,321,
96.834,321,
96.841,324,
96.848,320,
96.855,322,
96.862,330,
96.869,323,
96.877,326,
96.884,331,
96.891,324,
96.898,333,
96.905,335,
96.912,326,
96.919,332,
96.927,330,
96.934,329,
96.941,335,
96.948,336,
96.955,333,
96.962,337,
96.969,328,
96.977,335,
96.984,330,
96.991,329,
96.998,322,
97.005,325,
97.012,315,
97.019,322,
97.027,322,
97.034,320,
97.041,321,
97.048,319,
97.055,318,
97.062,330,
97.069,324,
97.077,321,
97.084,325,
97.091,320,
97.098,323,
97.105,326,
97.112,321,
97.119,323,
97.127,323,
97.134,316,
97.141,327,
97.148,321,
97.155,320,
97.162,321,
97.169,322,
97.177,326,
97.184,317,
97.191,318,
97.198,327,
97.205,323,
97.212,322,
97.219,329,
97.227,324,
97.234,328,
97.241,327,
97.248,326,
97.255,328,
97.262,324,
97.269,324,
97.277,324,
97.284,322,
97.291,320,
97.298,324,
97.305,322,
97.312,318,
97.319,324,
97.327,321,
97.334,336,
97.341,369,
97.348,394,
97.355,407,
97.362,379,
97.369,339,
97.377,320,
97.384,314,
97.391,311,
97.398,317,
97.405,316,
97.412,315,
97.419,320,
97.427,313,
97.434,315,
97.441,322,
97.448,319,
97.455,321,
97.462,326,
97.469,321,
97.477,328,
97.484,326,
97.491,318,
97.498,328,
97.505,325,
97.512,322,
97.519,330,
97.527,324,
97.534,326,
97.541,334,
97.548,330,
97.555,333,
97.562,335,
97.569,333,
97.577,334,
97.584,340,
97.591,332,
97.598,342,
97.605,337,
97.612,333,
97.619,338,
97.627,335,
97.634,331,
97.641,334,
97.648,330,
97.655,322,
97.662,325,
97.669,320,
97.677,323,
97.684,325,
97.691,321,
97.698,325,
97.705,323,
97.712,317,
97.719,325,
97.727,320,
97.734,326,
97.741,324,
97.748,323,
97.755,329,
97.762,320,
97.769,325,
97.777,329,
97.784,322,
97.791,324,
97.798,328,
97.805,324,
97.812,331,
97.819,328,
97.827,320,
97.834,328,
97.841,321,
97.848,321,
97.855,334,
97.862,323,
97.869,326,
97.877,330,
97.884,326,
97.891,331,
97.898,336,
97.905,328,
97.912,333,
97.919,335,
97.927,325,
97.934,326,
97.941,323,
97.948,324,
97.955,331,
97.962,324,
97.969,317,
97.977,328,
97.984,329,
97.991,355,
97.998,395,
98.005,406,
98.012,394,
98.019,356,
98.027,310,
98.034,321,
98.041,320,
98.048,315,
98.055,322,
98.062,315,
98.069,318,
98.077,321,
98.084,318,
98.091,322,
98.098,326,
98.105,318,
98.112,326,
98.119,329,
98.127,324,
98.134,328,
98.141,329,
98.148,323,
98.155,331,
98.162,327,
98.169,328,
98.177,333,
98.184,328,
98.191,330,
98.198,333,
98.205,330,
98.212,330,
98.219,336,
98.227,334,
98.234,339,
98.241,338,
98.248,335,
98.255,348,
98.262,338,
98.269,342,
98.277,337,
98.284,330,
98.291,334,
98.298,327,
98.305,325,
98.312,330,
98.319,320,
98.327,322,
98.334,329,
98.341,323,
98.348,327,
98.355,330,
98.362,325,
98.369,322,
98.377,333,
98.384,322,
98.391,328,
98.398,330,
98.405,326,
98.412,331,
98.419,328,
98.427,328,
98.434,332,
98.441,325,
98.448,327,
98.455,330,
98.462,327,
98.469,330,
98.477,333,
98.484,324,
98.491,334,
98.498,332,
98.505,324,
98.512,330,
98.519,334,
98.527,325,
98.534,332,
98.541,330,
98.548,331,
98.555,337,
98.562,332,
98.569,331,
98.577,339,
98.584,333,
98.591,332,
98.598,331,
98.605,328,
98.612,331,
98.619,327,
98.627,321,
98.634,331,
98.641,324,
98.648,326,
98.655,355,
98.662,382,
98.669,414,
98.677,414,
98.684,373,
98.691,333,
98.698,321,
98.705,318,
98.712,318,
98.719,322,
98.727,320,
98.734,323,
98.741,326,
98.748,317,
98.755,322,
98.762,322,
98.769,321,
98.777,332,
98.784,322,
98.791,332,
98.798,327,
98.805,329,
98.812,335,
98.819,331,
98.827,335,
98.834,331,
98.841,330,
98.848,337,
98.855,335,
98.862,336,
98.869,338,
98.877,339,
98.884,336,
98.891,344,
98.898,340,
98.905,337,
98.912,348,
98.919,338,
98.927,344,
98.934,344,
98.941,336,
98.948,347,
98.955,340,
98.962,328,
98.969,330,
98.977,331,
98.984,325,
98.991,331,
98.998,324,
99.005,325,
99.012,334,
99.019,326,
99.027,327,
99.034,331,
99.041,328,
99.048,329,
99.055,333,
99.062,328,
99.069,334,
99.077,332,
99.084,325,
99.091,334,
99.098,331,
99.105,330,
99.112,334,
99.119,331,
99.127,332,
99.134,336,
99.141,330,
99.148,328,
99.155,336,
99.162,330,
99.169,328,
99.177,336,
99.184,328,
99.191,336,
99.198,335,
99.205,329,
99.212,340,
99.219,335,
99.227,332,
99.234,338,
99.241,334,
99.248,333,
99.255,341,
99.262,333,
99.269,336,
99.277,339,
99.284,334,
99.291,339,
99.298,336,
99.305,327,
99.312,328,
99.319,331,
99.327,324,
99.334,325,
99.341,334,
99.348,362,
99.355,393,
99.362,420,
99.369,409,
99.377,365,
99.384,333,
99.391,326,
99.398,322,
99.405,325,
99.412,328,
99.419,317,
99.427,328,
99.434,327,
99.441,323,
99.448,327,
99.455,327,
99.462,324,
99.47,334,
99.477,327,
99.484,331,
99.491,333,
99.498,333,
99.505,334,
99.512,330,
99.519,329,
99.527,335,
99.534,334,
99.541,331,
99.548,337,
99.555,336,
99.562,336,
99.569,340,
99.577,336,
99.584,338,
99.591,341,
99.598,343,
99.605,340,
99.612,341,
99.619,346,
99.627,348,
99.634,347,
99.641,343,
99.648,340,
99.655,336,
99.662,332,
99.669,338,
99.677,333,
99.684,324,
99.691,333,
99.698,333,
99.705,329,
99.712,330,
99.719,330,
99.727,332,
99.734,334,
99.741,331,
99.748,333,
99.755,338,
99.762,331,
99.769,335,
99.777,336,
99.784,325,
99.791,331,
99.798,333,
99.805,333,
99.812,338,
99.819,332,
99.827,334,
99.834,336,
99.841,332,
99.848,335,
99.855,333,
99.862,325,
99.869,333,
99.877,335,
99.884,326,
99.891,328,
99.898,334,
99.905,342,
99.912,336,
99.919,336,
99.927,341,
99.934,334,
99.941,337,
99.948,341,
99.955,332,
99.962,343,
99.969,337,
99.977,329,
99.984,331,
99.991,332,
99.998,329,
100.005,336,
100.012,332,
100.019,325,
100.027,341,
100.034,369,
100.041,398,
100.048,425,
100.055,403,
100.062,364,
100.069,330,
100.077,324,
100.084,327,
100.091,330,
100.098,322,
100.105,327,
100.112,326,
100.119,326,
100.127,331,
100.134,331,
100.141,326,
100.148,333,
100.155,330,
100.162,332,
100.169,336,
100.177,333,
100.184,335,
100.191,337,
100.198,330,
100.205,340,
100.212,340,
100.219,331,
100.227,341,
100.234,338,
100.241,338,
100.248,340,
100.255,343,
100.262,343,
100.269,346,
100.277,344,
100.284,346,
100.291,353,
100.298,345,
100.305,349,
100.312,349,
100.32,346,
100.327,353,
100.334,345,
100.341,337,
100.348,342,
100.355,334,
100.362,334,
100.372,330,
100.377,330,
100.384,334,
100.391,335,
100.398,330,
100.405,332,
100.412,332,
100.419,332,
100.427,336,
100.434,331,
100.441,337,
100.448,334,
100.455,332,
100.462,337,
100.469,335,
100.477,331,
100.484,339,
100.491,338,
100.498,339,
100.505,338,
100.512,335,
100.519,341,
100.527,337,
100.534,330,
100.541,340,
100.548,337,
100.555,332,
100.562,337,
100.569,337,
100.577,335,
100.584,340,
100.591,334,
100.598,345,
100.605,343,
100.612,342,
100.619,344,
100.627,347,
100.634,338,
100.641,345,
100.648,344,
100.655,338,
100.662,338,
100.669,336,
100.677,331,
100.684,339,
100.691,338,
100.698,331,
100.705,339,
100.712,345,
100.719,369,
100.727,409,
100.734,420,
100.741,399,
100.748,361,
100.755,321,
100.762,332,
100.769,324,
100.777,326,
100.784,335,
100.791,329,
100.798,327,
100.805,334,
100.812,330,
100.819,331,
100.827,334,
100.834,333,
100.841,336,
100.848,337,
100.855,333,
100.862,339,
100.869,340,
100.877,334,
100.884,342,
100.891,340,
100.898,339,
100.905,340,
100.912,343,
100.919,338,
100.927,345,
100.934,341,
100.941,343,
100.948,348,
100.955,344,
100.962,345,
100.969,346,
100.977,345,
100.984,347,
100.991,344,
100.998,351,
101.005,345,
101.012,341,
101.019,344,
101.027,340,
101.034,337,
101.041,341,
101.048,333,
101.055,334,
101.062,335,
101.069,332,
101.077,338,
101.084,339,
101.091,331,
101.098,337,
101.105,345,
101.112,331,
101.119,340,
101.127,340,
101.134,336,
101.141,341,
101.148,341,
101.155,340,
101.162,341,
101.169,340,
101.177,336,
101.184,345,
101.191,341,
101.198,339,
101.205,343,
101.212,336,
101.219,345,
101.227,342,
101.234,336,
101.241,345,
101.248,341,
101.255,337,
101.262,342,
101.269,342,
101.277,339,
101.284,344,
101.291,341,
101.298,339,
101.305,344,
101.312,340,
101.319,340,
101.327,339,
101.334,334,
101.341,337,
101.348,337,
101.355,333,
101.362,335,
101.369,338,
101.377,348,
101.384,383,
101.391,418,
101.398,408,
101.405,382,
101.412,343,
101.419,327,
101.427,335,
101.434,328,
101.441,330,
101.448,336,
101.455,329,
101.462,337,
101.469,332,
101.477,332,
101.484,337,
101.491,335,
101.498,334,
101.505,340,
101.512,333,
101.519,331,
101.527,340,
101.534,338,
101.541,344,
101.548,338,
101.555,345,
101.562,345,
101.569,340,
101.577,344,
101.584,343,
101.591,342,
101.598,351,
101.605,345,
101.612,345,
101.619,352,
101.627,342,
101.634,349,
101.641,351,
101.648,352,
101.655,348,
101.662,349,
101.669,345,
101.677,347,
101.684,344,
101.691,339,
101.698,343,
101.705,340,
101.712,336,
101.719,342,
101.727,333,
101.734,337,
101.741,340,
101.748,335,
101.755,340,
101.762,343,
101.769,337,
101.777,342,
101.784,342,
101.791,336,
101.798,342,
101.805,339,
101.812,341,
101.819,338,
101.827,339,
101.834,339,
101.841,343,
101.848,340,
101.855,339,
101.862,344,
101.869,336,
101.877,345,
101.884,344,
101.891,338,
101.898,343,
101.905,346,
101.912,342,
101.919,345,
101.927,348,
101.934,340,
101.941,347,
101.948,345,
101.955,343,
101.962,347,
101.969,340,
101.977,341,
101.984,344,
101.991,340,
101.998,341,
