time,yo,
119.455,341,
119.462,346,
119.469,342,
119.477,337,
119.484,352,
119.491,341,
119.498,341,
119.505,341,
119.512,350,
119.519,341,
119.527,349,
119.534,345,
119.541,341,
119.548,346,
119.555,346,
119.562,346,
119.569,354,
119.577,338,
119.584,350,
119.591,348,
119.598,346,
119.605,352,
119.612,347,
119.619,338,
119.627,349,
119.634,344,
119.641,340,
119.648,344,
119.655,336,
119.662,338,
119.669,340,
119.677,337,
119.684,365,
119.691,400,
119.698,435,
119.705,439,
119.712,389,
119.719,350,
119.727,337,
119.734,325,
119.741,333,
119.748,333,
119.755,334,
119.762,335,
119.769,339,
119.777,340,
119.784,337,
119.791,345,
119.798,336,
119.805,344,
119.812,338,
119.819,343,
119.827,341,
119.834,347,
119.841,346,
119.848,345,
119.855,340,
119.862,346,
119.869,350,
119.877,342,
119.884,347,
119.891,351,
119.898,360,
119.905,353,
119.912,347,
119.919,358,
119.927,353,
119.934,352,
119.941,361,
119.948,355,
119.955,354,
119.962,358,
119.969,356,
119.977,351,
119.984,350,
119.991,351,
119.998,346,
120.005,353,
120.012,344,
120.019,340,
120.027,347,
120.034,342,
120.041,354,
120.048,344,
120.055,347,
120.062,342,
120.069,346,
120.077,341,
120.084,354,
120.091,339,
120.098,353,
120.105,357,
120.112,346,
120.119,348,
120.127,344,
120.134,349,
120.141,344,
120.148,350,
120.155,342,
120.162,347,
120.169,345,
120.177,342,
120.184,355,
120.191,345,
120.198,342,
120.205,357,
120.212,349,
120.219,347,
120.227,356,
120.234,348,
120.241,354,
120.248,360,
120.255,348,
120.262,346,
120.269,358,
120.277,343,
120.284,360,
120.291,342,
120.298,344,
120.305,347,
120.312,345,
120.319,344,
120.327,353,
120.334,339,
120.341,344,
120.348,359,
120.355,384,
120.362,428,
120.369,454,
120.377,420,
120.384,372,
120.391,338,
120.398,339,
120.405,342,
120.412,334,
120.419,338,
120.427,341,
120.434,338,
120.441,347,
120.448,345,
120.455,346,
120.462,342,
120.469,340,
120.477,351,
120.484,340,
120.491,344,
120.498,357,
120.505,347,
120.512,349,
120.519,346,
120.527,349,
120.534,346,
120.541,352,
120.548,347,
120.555,348,
120.562,357,
120.569,349,
120.577,357,
120.584,358,
120.591,349,
120.598,355,
120.605,360,
120.612,357,
120.619,361,
120.627,359,
120.634,356,
120.641,360,
120.648,352,
120.655,346,
120.662,353,
120.669,348,
120.677,345,
120.684,347,
120.691,340,
120.698,349,
120.705,344,
120.712,344,
120.719,347,
120.727,352,
120.734,339,
120.741,346,
120.748,356,
120.755,345,
120.762,357,
120.769,347,
120.777,344,
120.784,351,
120.791,342,
120.798,352,
120.805,354,
120.812,352,
120.819,353,
120.827,352,
120.834,353,
120.841,355,
120.848,349,
120.855,345,
120.862,353,
120.869,356,
120.877,355,
120.884,356,
120.891,350,
120.898,352,
120.905,349,
120.912,351,
120.919,355,
120.927,350,
120.934,346,
120.941,357,
120.948,349,
120.955,351,
120.962,363,
120.969,355,
120.977,359,
120.984,361,
120.991,358,
120.998,364,
121.005,358,
121.012,354,
121.019,357,
121.027,359,
121.034,357,
121.041,355,
121.048,344,
121.055,359,
121.062,388,
121.069,416,
121.077,461,
121.084,439,
121.091,395,
121.098,360,
121.105,340,
121.112,346,
121.119,337,
121.127,343,
121.134,350,
121.141,339,
121.148,345,
121.155,348,
121.162,356,
121.169,344,
121.177,349,
121.184,351,
121.191,346,
121.198,357,
121.205,354,
121.212,349,
121.219,356,
121.227,350,
121.234,352,
121.241,362,
121.248,357,
121.255,356,
121.262,357,
121.269,361,
121.277,357,
121.284,369,
121.291,354,
121.298,364,
121.305,364,
121.312,358,
121.319,360,
121.327,365,
121.334,358,
121.341,366,
121.348,359,
121.355,369,
121.362,357,
121.369,356,
121.377,360,
121.384,355,
121.391,344,
121.398,346,
121.405,352,
121.412,344,
121.419,352,
121.427,340,
121.434,348,
121.441,345,
121.448,346,
121.455,348,
121.462,348,
121.469,346,
121.477,348,
121.484,356,
121.491,347,
121.498,352,
121.505,351,
121.512,356,
121.519,353,
121.527,354,
121.534,357,
121.541,351,
121.548,343,
121.555,353,
121.562,347,
121.569,353,
121.577,364,
121.584,353,
121.591,353,
121.598,360,
121.605,354,
121.612,359,
121.619,353,
121.627,352,
121.634,358,
121.641,355,
121.648,349,
121.655,357,
121.662,352,
121.669,361,
121.677,358,
121.684,356,
121.691,360,
121.698,369,
121.705,355,
121.712,361,
121.719,358,
121.727,352,
121.734,357,
121.741,350,
121.748,348,
121.755,355,
121.762,346,
121.769,357,
121.777,382,
121.784,417,
121.791,457,
121.798,447,
121.805,387,
121.812,350,
121.819,348,
121.827,342,
121.834,343,
121.841,348,
121.848,344,
121.855,347,
121.862,344,
121.869,348,
121.877,359,
121.884,341,
121.891,348,
121.898,358,
121.905,352,
121.912,349,
121.919,358,
121.927,352,
121.934,350,
121.941,356,
121.948,353,
121.955,354,
121.962,361,
121.969,360,
121.977,363,
121.984,360,
121.991,362,
121.998,360,
122.005,361,
122.012,355,
122.019,364,
122.027,370,
122.034,367,
122.041,362,
122.048,374,
122.055,371,
122.062,367,
122.069,366,
122.077,368,
122.084,353,
122.091,365,
122.098,353,
122.105,349,
122.112,358,
122.119,345,
122.127,358,
122.134,356,
122.141,345,
122.148,352,
122.155,357,
122.162,360,
122.169,356,
122.177,356,
122.184,353,
122.191,361,
122.198,353,
122.205,353,
122.212,358,
122.219,355,
122.227,353,
122.234,356,
122.241,354,
122.248,356,
122.255,358,
122.262,351,
122.269,355,
122.277,360,
122.284,351,
122.291,353,
122.298,362,
122.305,353,
122.312,352,
122.319,356,
122.327,350,
122.334,360,
122.341,353,
122.348,349,
122.355,360,
122.362,361,
122.369,353,
122.377,365,
122.384,358,
122.391,360,
122.398,363,
122.405,358,
122.412,363,
122.419,356,
122.427,362,
122.434,358,
122.441,356,
122.448,346,
122.455,360,
122.462,345,
122.469,353,
122.477,384,
122.484,418,
122.491,450,
122.498,455,
122.505,396,
122.512,371,
122.519,342,
122.527,338,
122.534,338,
122.541,357,
122.548,344,
122.555,348,
122.562,345,
122.569,351,
122.577,348,
122.584,347,
122.591,356,
122.598,354,
122.605,351,
122.612,351,
122.619,352,
122.627,354,
122.634,359,
122.641,357,
122.648,362,
122.655,358,
122.662,360,
122.669,364,
122.677,355,
122.684,361,
122.691,368,
122.698,359,
122.705,365,
122.712,371,
122.719,365,
122.727,366,
122.734,367,
122.741,371,
122.748,378,
122.755,372,
122.762,363,
122.769,373,
122.777,363,
122.784,356,
122.791,364,
122.798,356,
122.805,354,
122.812,357,
122.819,348,
122.827,348,
122.834,359,
122.841,352,
122.848,356,
122.855,356,
122.862,343,
122.869,360,
122.877,352,
122.884,354,
122.891,357,
122.898,361,
122.905,356,
122.912,357,
122.919,358,
122.927,354,
122.934,358,
122.941,345,
122.948,358,
122.955,359,
122.962,351,
122.969,358,
122.977,359,
122.984,360,
122.991,356,
122.998,358,
123.005,360,
123.012,356,
123.019,355,
123.027,356,
123.034,363,
123.041,364,
123.048,361,
123.055,364,
123.062,364,
123.069,357,
123.077,365,
123.084,360,
123.091,353,
123.098,355,
123.105,353,
123.112,356,
123.119,344,
123.127,360,
123.134,372,
123.141,405,
123.148,444,
123.155,452,
123.162,416,
123.169,375,
123.177,354,
123.184,348,
123.191,347,
123.198,354,
123.205,356,
123.212,358,
123.219,350,
123.227,362,
123.234,365,
123.241,352,
123.248,366,
123.255,363,
123.262,353,
123.269,367,
123.277,356,
123.284,364,
123.291,365,
123.298,370,
123.305,368,
123.312,369,
123.319,368,
123.327,368,
123.334,366,
123.341,366,
123.348,377,
123.355,364,
123.362,364,
123.369,379,
123.377,376,
123.384,370,
123.391,380,
123.398,371,
123.405,369,
123.412,378,
123.419,374,
123.427,373,
123.434,377,
123.441,365,
123.448,371,
123.455,372,
123.462,359,
123.469,363,
123.477,361,
123.484,357,
123.491,364,
123.498,359,
123.505,359,
123.512,364,
123.519,357,
123.527,360,
123.534,366,
123.541,356,
123.548,358,
123.555,364,
123.562,356,
123.569,357,
123.577,365,
123.584,353,
123.591,365,
123.598,365,
123.605,363,
123.612,360,
123.619,359,
123.627,357,
123.634,360,
123.641,350,
123.648,360,
123.655,359,
123.662,363,
123.669,360,
123.677,361,
123.684,361,
123.691,367,
123.698,359,
123.705,362,
123.712,362,
123.719,362,
123.727,369,
123.734,368,
123.741,365,
123.748,362,
123.755,356,
123.762,358,
123.769,360,
123.777,356,
123.784,364,
123.791,361,
123.798,358,
123.805,391,
123.812,431,
123.819,453,
123.827,449,
123.834,395,
123.841,348,
123.848,351,
123.855,351,
123.862,347,
123.869,357,
123.877,351,
123.884,355,
123.891,352,
123.898,355,
123.905,356,
123.912,358,
123.919,352,
123.927,355,
123.934,363,
123.941,353,
123.948,363,
123.955,355,
123.962,358,
123.969,362,
123.977,360,
123.984,360,
123.991,365,
123.998,364,
124.005,373,
124.012,364,
124.019,368,
124.027,368,
124.034,369,
124.041,367,
124.048,375,
124.055,372,
124.062,367,
124.069,380,
124.077,373,
124.084,377,
124.091,370,
124.098,375,
124.105,367,
124.112,365,
124.119,364,
124.127,361,
124.134,361,
124.141,356,
124.148,360,
124.155,358,
124.162,352,
124.169,358,
124.177,358,
124.184,353,
124.191,356,
124.198,359,
124.205,366,
124.212,353,
124.219,361,
124.227,358,
124.234,358,
124.241,367,
124.248,366,
124.255,360,
124.262,362,
124.269,360,
124.277,363,
124.284,364,
124.291,350,
124.298,358,
124.305,361,
124.312,358,
124.319,355,
124.327,361,
124.334,360,
124.341,358,
124.348,364,
124.355,357,
124.362,364,
124.369,362,
124.377,356,
124.384,364,
124.391,362,
124.398,354,
124.405,362,
124.412,357,
124.419,358,
124.427,354,
124.434,351,
124.441,354,
124.448,353,
124.455,351,
124.462,365,
124.469,401,
124.477,440,
124.484,458,
124.491,428,
124.498,379,
124.505,347,
124.512,341,
124.519,343,
124.527,348,
124.534,344,
124.541,344,
124.548,349,
124.555,350,
124.562,345,
124.569,360,
124.577,350,
124.584,353,
124.591,351,
124.598,349,
124.605,356,
124.612,353,
124.619,356,
124.627,349,
124.634,356,
124.641,357,
124.648,357,
124.655,360,
124.662,358,
124.669,363,
124.677,361,
124.684,366,
124.691,367,
124.698,364,
124.705,366,
124.712,366,
124.719,366,
124.727,363,
124.734,362,
124.741,366,
124.748,368,
124.755,363,
124.762,362,
124.769,359,
124.777,359,
124.784,365,
124.791,344,
124.798,356,
124.805,353,
124.812,348,
124.819,354,
124.827,356,
124.834,345,
124.841,355,
124.848,357,
124.855,351,
124.862,358,
124.869,350,
124.877,354,
124.884,349,
124.891,354,
124.898,359,
124.905,359,
124.912,348,
124.919,355,
124.927,359,
124.934,348,
124.941,360,
124.948,358,
124.955,349,
124.962,359,
124.969,350,
124.977,346,
124.984,360,
124.991,354,
124.998,350,
125.005,361,
125.012,350,
125.019,358,
125.027,357,
125.034,350,
125.041,362,
125.048,359,
125.055,358,
125.062,352,
125.069,360,
125.077,355,
125.084,355,
125.091,353,
125.098,351,
125.105,354,
125.112,349,
125.119,352,
125.127,355,
125.134,346,
125.141,355,
125.148,384,
125.155,421,
125.162,456,
125.169,442,
125.177,388,
125.184,346,
125.191,337,
125.198,340,
125.205,347,
125.212,342,
125.219,345,
125.227,339,
125.234,348,
125.241,348,
125.248,352,
125.255,345,
125.262,343,
125.269,351,
125.277,342,
125.284,353,
125.291,355,
125.298,353,
125.305,356,
125.312,357,
125.319,361,
125.327,358,
125.334,359,
125.341,358,
125.348,355,
125.355,364,
125.362,363,
125.369,355,
125.377,368,
125.384,364,
125.391,362,
125.398,369,
125.405,371,
125.412,366,
125.419,374,
125.427,368,
125.434,366,
125.441,366,
125.448,355,
125.455,357,
125.462,362,
125.469,351,
125.477,359,
125.484,361,
125.491,349,
125.498,352,
125.505,352,
125.512,350,
125.519,359,
125.527,356,
125.534,350,
125.541,360,
125.548,351,
125.555,351,
125.562,352,
125.569,358,
125.577,358,
125.584,353,
125.591,352,
125.598,357,
125.605,361,
125.612,351,
125.619,361,
125.627,359,
125.634,349,
125.641,353,
125.648,354,
125.655,347,
125.662,354,
125.669,358,
125.677,356,
125.684,360,
125.691,359,
125.698,359,
125.705,363,
125.712,354,
125.719,360,
125.727,362,
125.734,352,
125.741,360,
125.748,356,
125.755,345,
125.762,359,
125.769,353,
125.777,348,
125.784,347,
125.791,356,
125.798,366,
125.805,405,
125.812,433,
125.819,455,
125.827,416,
125.834,368,
125.841,344,
125.848,345,
125.855,344,
125.862,347,
125.869,339,
125.877,348,
125.884,343,
125.891,347,
125.898,353,
125.905,352,
125.912,344,
125.919,351,
125.927,346,
125.934,353,
125.941,359,
125.948,347,
125.955,353,
125.962,362,
125.969,349,
125.977,354,
125.984,354,
125.991,355,
125.998,359,
126.005,355,
126.012,355,
126.019,369,
126.027,362,
126.034,356,
126.041,365,
126.048,363,
126.055,363,
126.062,367,
126.069,365,
126.077,365,
126.084,361,
126.091,359,
126.098,362,
126.105,357,
126.112,343,
126.119,354,
126.127,351,
126.134,348,
126.141,352,
126.148,348,
126.155,345,
126.162,353,
126.169,350,
126.177,354,
126.184,355,
126.191,343,
126.198,352,
126.205,353,
126.212,339,
126.219,357,
126.227,350,
126.234,347,
126.241,356,
126.248,350,
126.255,347,
126.262,352,
126.269,352,
126.277,357,
126.284,355,
126.291,350,
126.298,353,
126.305,355,
126.312,350,
126.319,357,
126.327,352,
126.334,354,
126.341,353,
126.348,350,
126.355,353,
126.362,357,
126.369,353,
126.377,350,
126.384,358,
126.391,341,
126.398,348,
126.405,346,
126.412,354,
126.419,346,
126.427,352,
126.434,366,
126.441,385,
126.448,415,
126.455,450,
126.462,422,
126.469,376,
126.477,343,
126.484,330,
126.491,338,
126.498,332,
126.505,340,
126.512,339,
126.519,334,
126.527,337,
126.534,343,
126.541,331,
126.548,337,
126.555,338,
126.562,332,
126.569,340,
126.577,338,
126.584,340,
126.591,342,
126.598,347,
126.605,342,
126.612,345,
126.619,347,
126.627,344,
126.634,351,
126.641,343,
126.648,344,
126.655,352,
126.662,349,
126.669,348,
126.677,349,
126.684,352,
126.691,348,
126.698,356,
126.705,352,
126.712,357,
126.719,361,
126.727,349,
126.734,354,
126.741,355,
126.748,348,
126.755,340,
126.762,341,
126.769,340,
126.777,347,
126.784,342,
126.791,342,
126.798,347,
126.805,343,
126.812,343,
126.819,355,
126.827,343,
126.834,349,
126.841,349,
126.848,351,
126.855,347,
126.862,352,
126.869,342,
126.877,353,
126.884,346,
126.891,343,
126.898,351,
126.905,344,
126.912,346,
126.919,350,
126.927,343,
126.934,347,
126.941,343,
126.948,353,
126.955,355,
126.962,346,
126.969,354,
126.977,349,
126.984,355,
126.991,353,
126.998,353,
127.005,346,
127.012,354,
127.019,354,
127.027,356,
127.034,356,
127.041,346,
127.048,349,
127.055,353,
127.062,348,
127.069,350,
127.077,342,
127.084,348,
127.091,367,
127.098,404,
127.105,435,
127.112,449,
127.119,402,
127.127,359,
127.134,340,
127.141,333,
127.148,340,
127.155,341,
127.162,338,
127.169,347,
127.177,344,
127.184,338,
127.191,350,
127.198,348,
127.205,343,
127.212,345,
127.219,349,
127.227,341,
127.234,353,
127.241,345,
127.248,348,
127.255,356,
127.262,348,
127.269,350,
127.277,362,
127.284,342,
127.291,358,
127.298,365,
127.305,354,
127.312,360,
127.319,365,
127.327,363,
127.334,364,
127.341,363,
127.348,361,
127.355,366,
127.362,364,
127.369,360,
127.377,365,
127.384,360,
127.391,356,
127.398,358,
127.405,349,
127.412,358,
127.419,349,
127.427,349,
127.434,352,
127.441,354,
127.448,344,
127.455,347,
127.462,353,
127.469,345,
127.477,355,
127.484,347,
127.491,352,
127.498,352,
127.505,348,
127.512,357,
127.519,349,
127.527,355,
127.534,352,
127.541,346,
127.548,358,
127.555,351,
127.562,348,
127.569,354,
127.577,352,
127.584,353,
127.591,357,
127.598,352,
127.605,348,
127.612,355,
127.619,349,
127.627,353,
127.634,349,
127.641,350,
127.648,353,
127.655,356,
127.662,354,
127.669,355,
127.677,359,
127.684,348,
127.691,357,
127.698,353,
127.705,351,
127.712,351,
127.719,346,
127.727,346,
127.734,354,
127.741,348,
127.748,350,
127.755,355,
127.762,356,
127.769,400,
127.777,441,
127.784,445,
127.791,421,
127.8,383,
127.807,330,
127.815,344,
127.822,340,
127.829,341,
127.836,348,
127.843,342,
127.85,341,
127.857,343,
127.865,340,
127.872,348,
127.879,345,
127.886,340,
127.893,348,
127.9,350,
127.907,346,
127.915,350,
127.922,349,
127.929,346,
127.936,355,
127.943,351,
127.95,350,
127.957,354,
127.965,354,
127.972,354,
127.979,359,
127.986,355,
127.993,363,
128,355,
128.007,359,
128.015,358,
128.022,368,
128.029,361,
128.036,370,
128.043,364,
128.05,357,
128.057,366,
128.065,359,
128.072,357,
128.079,350,
128.086,351,
128.093,355,
128.1,346,
128.107,346,
128.115,353,
128.122,343,
128.129,350,
128.136,348,
128.143,350,
128.15,353,
128.157,350,
128.165,349,
128.172,358,
128.179,348,
128.186,349,
128.193,355,
128.2,349,
128.207,357,
128.215,356,
128.222,347,
128.229,349,
128.236,357,
128.243,350,
128.25,355,
128.257,345,
128.265,349,
128.272,356,
128.279,342,
128.286,347,
128.293,355,
128.3,352,
128.307,349,
128.315,357,
128.322,351,
128.329,352,
128.336,355,
128.343,348,
128.35,359,
128.357,349,
128.365,360,
128.372,360,
128.379,353,
128.386,353,
128.393,362,
128.4,356,
128.407,357,
128.415,357,
128.422,341,
128.429,350,
128.436,349,
128.443,348,
128.45,349,
128.457,354,
128.465,350,
128.472,373,
128.479,419,
128.486,432,
128.493,453,
128.5,398,
128.507,355,
128.515,345,
128.522,339,
128.529,344,
128.536,337,
128.543,346,
128.55,344,
128.557,349,
128.565,332,
128.572,350,
128.579,346,
128.586,344,
128.593,350,
128.6,349,
128.607,348,
128.615,351,
128.622,352,
128.629,357,
128.636,354,
128.643,356,
128.65,358,
128.657,353,
128.665,362,
128.672,360,
128.679,356,
128.686,368,
128.693,360,
128.7,362,
128.707,368,
128.715,362,
128.722,367,
128.729,361,
128.736,363,
128.743,364,
128.75,368,
128.757,359,
128.765,359,
128.772,362,
128.779,356,
128.786,356,
128.793,353,
128.8,345,
128.807,349,
128.815,354,
128.822,343,
128.829,349,
128.836,354,
128.843,345,
128.85,353,
128.857,356,
128.865,352,
128.872,352,
128.879,352,
128.886,354,
128.893,358,
128.9,350,
128.907,349,
128.915,359,
128.922,352,
128.929,354,
128.936,356,
128.943,349,
128.95,358,
128.957,354,
128.965,349,
128.972,352,
128.979,348,
128.986,356,
128.993,359,
129,341,
129.007,356,
129.015,352,
129.022,355,
129.029,357,
129.036,358,
129.043,352,
129.05,355,
129.057,351,
129.065,351,
129.072,361,
129.079,361,
129.086,355,
129.093,357,
129.1,349,
129.107,351,
129.115,354,
129.122,353,
129.129,352,
129.136,352,
129.143,343,
129.15,360,
129.157,396,
129.165,431,
129.172,451,
129.179,371,
129.186,344,
129.193,341,
129.2,341,
129.207,351,
129.215,337,
129.222,350,
129.229,348,
129.236,341,
129.243,351,
129.25,353,
129.257,344,
129.265,355,
129.272,352,
129.279,352,
129.286,356,
129.293,353,
129.3,353,
129.307,351,
129.315,354,
129.322,356,
129.329,362,
129.336,352,
129.343,360,
129.35,360,
129.357,358,
129.365,363,
129.372,365,
129.379,356,
129.386,366,
129.393,361,
129.4,366,
129.407,362,
129.415,365,
129.422,370,
129.429,370,
129.436,362,
129.443,364,
129.45,371,
129.458,353,
129.465,357,
129.472,357,
129.479,344,
129.486,347,
129.493,356,
129.5,349,
129.507,350,
129.515,352,
129.522,353,
129.529,354,
129.536,354,
129.543,350,
129.55,355,
129.557,354,
129.565,353,
129.572,354,
129.579,353,
129.586,359,
129.593,355,
129.6,343,
129.607,352,
129.615,355,
129.622,344,
129.629,358,
129.636,350,
129.643,351,
129.65,360,
129.657,350,
129.665,356,
129.672,359,
129.679,359,
129.686,350,
129.693,352,
129.7,356,
129.707,358,
129.715,360,
129.722,355,
129.729,355,
129.736,352,
129.743,357,
129.75,357,
129.757,355,
129.765,360,
129.772,356,
129.779,355,
129.786,352,
129.793,353,
129.8,355,
129.807,353,
129.815,347,
129.822,351,
129.829,366,
129.836,393,
129.843,435,
129.85,455,
129.857,432,
129.865,386,
129.872,345,
129.879,345,
129.886,349,
129.893,345,
129.9,348,
129.907,349,
129.915,344,
129.922,348,
129.929,356,
129.936,352,
129.943,353,
129.95,353,
129.957,353,
129.965,363,
129.972,362,
129.979,358,
129.986,364,
129.993,363,
130,356,
130.007,367,
130.015,359,
130.022,360,
130.029,369,
130.036,357,
130.043,361,
130.05,366,
130.057,359,
130.065,370,
130.072,366,
130.079,363,
130.086,372,
130.093,366,
130.1,370,
130.107,374,
130.115,370,
130.122,367,
130.129,368,
130.136,366,
130.143,362,
130.15,361,
130.157,350,
130.165,348,
130.172,353,
130.179,354,
130.186,349,
130.193,352,
130.2,352,
130.207,358,
130.215,354,
130.222,353,
130.229,359,
130.236,353,
130.243,357,
130.25,353,
130.257,359,
130.265,356,
130.272,361,
130.279,353,
130.286,361,
130.293,356,
130.3,356,
130.307,357,
130.315,352,
130.322,358,
130.329,360,
130.336,353,
130.343,353,
130.35,356,
130.357,362,
130.365,352,
130.372,351,
130.379,360,
130.386,364,
130.393,349,
130.4,363,
130.407,356,
130.415,356,
130.422,362,
130.429,359,
130.436,360,
130.443,365,
130.45,358,
130.457,360,
130.465,364,
130.472,352,
130.479,358,
130.486,357,
130.493,355,
130.5,360,
130.507,357,
130.515,349,
130.522,356,
130.529,375,
130.536,407,
130.543,454,
130.55,456,
130.557,415,
130.565,375,
130.572,346,
130.579,346,
130.586,349,
130.593,343,
130.6,350,
130.607,353,
130.615,350,
130.622,349,
130.629,349,
130.636,348,
130.643,356,
130.65,346,
130.657,354,
130.665,356,
130.672,357,
130.679,353,
130.686,365,
130.693,358,
130.7,360,
130.707,355,
130.715,362,
130.722,364,
130.729,363,
130.736,360,
130.743,365,
130.75,369,
130.757,365,
130.765,370,
130.772,368,
130.779,369,
130.786,375,
130.793,370,
130.8,373,
130.807,375,
130.815,373,
130.822,370,
130.829,375,
130.836,365,
130.843,358,
130.85,357,
130.857,360,
130.865,351,
130.872,353,
130.879,356,
130.886,357,
130.893,353,
130.9,359,
130.907,353,
130.915,354,
130.922,357,
130.929,357,
130.936,360,
130.943,361,
130.95,356,
130.957,360,
130.965,358,
130.972,349,
130.979,358,
130.986,358,
130.993,354,
131,360,
131.007,362,
131.015,352,
131.022,363,
131.029,356,
131.036,352,
131.043,357,
131.05,363,
131.057,355,
131.065,362,
131.072,352,
131.079,363,
131.086,357,
131.093,352,
131.1,358,
131.107,360,
131.115,348,
131.122,357,
131.129,361,
131.136,358,
131.143,361,
131.15,362,
131.157,362,
131.165,366,
131.172,359,
131.179,363,
131.186,368,
131.193,358,
131.2,365,
131.207,357,
131.215,352,
131.222,362,
131.229,364,
131.236,351,
131.243,366,
131.25,355,
131.257,358,
131.265,374,
131.272,387,
131.279,434,
131.286,464,
131.293,450,
131.3,399,
131.307,355,
131.315,343,
131.322,353,
131.329,351,
131.336,346,
131.343,361,
131.35,346,
131.357,353,
131.365,356,
131.372,356,
131.379,351,
131.386,359,
131.393,353,
131.4,355,
131.407,359,
131.415,366,
131.422,362,
131.429,355,
131.436,369,
131.443,359,
131.45,365,
131.457,372,
131.465,361,
131.472,364,
131.479,369,
131.486,364,
131.493,369,
131.5,377,
131.507,367,
131.515,375,
131.522,373,
131.529,366,
131.536,376,
131.543,372,
131.55,370,
131.557,374,
131.565,368,
131.572,372,
131.579,362,
131.586,357,
131.593,361,
131.6,358,
131.607,356,
131.615,356,
131.622,360,
131.629,354,
131.636,358,
131.643,360,
131.65,353,
131.657,362,
131.665,356,
131.672,355,
131.679,359,
131.686,361,
131.693,358,
131.7,360,
131.707,357,
131.715,359,
131.722,360,
131.729,355,
131.736,367,
131.743,353,
131.75,362,
131.757,365,
131.765,361,
131.772,357,
131.779,357,
131.786,364,
131.793,353,
131.8,364,
131.807,354,
131.815,356,
131.822,365,
131.829,359,
131.836,358,
131.843,360,
131.85,360,
131.857,356,
131.865,361,
131.872,361,
131.879,370,
131.886,364,
131.893,362,
131.9,364,
131.907,361,
131.915,364,
131.922,364,
131.929,361,
131.936,362,
131.943,361,
131.95,361,
131.957,360,
131.965,350,
131.972,356,
131.979,362,
131.986,383,
131.993,418,
132,450,
132.007,445,
132.015,398,
132.022,358,
132.029,350,
132.036,351,
132.043,341,
132.05,348,
132.057,347,
132.065,352,
132.072,352,
132.079,356,
132.086,354,
132.093,352,
132.1,357,
132.107,346,
132.115,363,
132.122,355,
132.129,357,
132.136,360,
132.143,356,
132.15,357,
132.157,362,
132.165,367,
132.172,363,
132.179,366,
132.186,361,
132.193,362,
132.2,372,
132.207,361,
132.215,374,
132.222,375,
132.229,369,
132.236,375,
132.243,371,
132.25,372,
132.257,374,
132.265,372,
132.272,372,
132.279,377,
132.286,367,
132.293,362,
132.3,367,
132.307,353,
132.315,362,
132.322,358,
132.329,358,
132.336,355,
132.343,352,
132.35,357,
132.357,357,
132.365,354,
132.372,357,
132.379,357,
132.386,353,
132.393,360,
132.4,369,
132.407,350,
132.415,364,
132.422,368,
132.429,360,
132.436,363,
132.443,362,
132.45,354,
132.457,355,
132.465,364,
132.472,358,
132.479,360,
132.486,360,
132.493,357,
132.5,356,
132.507,361,
132.515,363,
132.522,354,
132.529,364,
132.536,360,
132.543,361,
132.55,366,
132.557,361,
132.565,357,
132.572,371,
132.579,357,
132.586,358,
132.593,367,
132.6,362,
132.607,363,
132.615,360,
132.622,354,
132.629,356,
132.636,366,
132.643,359,
132.65,355,
132.657,358,
132.665,359,
132.672,373,
132.679,410,
132.686,450,
132.693,461,
132.7,413,
132.707,383,
132.715,356,
132.722,345,
132.729,353,
132.736,356,
132.743,354,
132.75,351,
132.757,358,
132.765,349,
132.772,359,
132.779,363,
132.786,357,
132.793,366,
132.8,361,
132.807,357,
132.815,364,
132.822,365,
132.829,366,
132.836,369,
132.843,364,
132.85,368,
132.857,373,
132.865,379,
132.872,373,
132.879,377,
132.886,376,
132.893,376,
132.9,378,
132.907,379,
132.915,375,
132.922,379,
132.929,379,
132.936,378,
132.943,373,
132.95,378,
132.957,388,
132.965,381,
132.972,376,
132.979,375,
132.986,370,
132.993,367,
133,373,
133.007,355,
133.015,361,
133.022,356,
133.029,363,
133.036,363,
133.043,357,
133.05,373,
133.057,359,
133.065,363,
133.072,361,
133.079,360,
133.086,364,
133.093,368,
133.1,364,
133.107,365,
133.115,369,
133.122,358,
133.129,366,
133.136,365,
133.143,367,
133.15,365,
133.157,364,
133.165,361,
133.172,2429,
133.179,2930,
133.186,2924,
133.193,2872,
133.2,2800,
133.207,2743,
133.215,2676,
133.222,2269,
133.229,2023,
133.236,1823,
133.243,1667,
133.25,1542,
133.257,1424,
133.265,1326,
133.272,1246,
133.279,1170,
133.286,1106,
133.293,1053,
133.3,987,
133.307,943,
133.315,909,
133.322,859,
133.329,836,
133.336,799,
133.343,765,
133.35,751,
133.357,749,
133.365,757,
133.372,778,
133.379,761,
133.386,689,
133.393,640,
133.4,605,
133.407,585,
133.415,583,
133.422,566,
133.429,554,
133.436,550,
133.443,532,
133.45,536,
133.457,521,
133.465,517,
133.472,508,
133.479,501,
133.486,492,
133.493,490,
133.5,482,
133.507,472,
133.515,479,
133.522,472,
133.529,464,
133.536,461,
133.543,461,
133.55,455,
133.557,449,
133.565,453,
133.572,449,
133.579,446,
133.586,447,
133.593,441,
133.6,436,
133.607,444,
133.615,436,
133.622,432,
133.629,441,
133.636,430,
133.643,428,
133.65,431,
133.657,412,
133.665,421,
133.672,418,
133.679,399,
133.686,403,
133.693,406,
133.7,394,
133.707,403,
133.715,400,
133.722,399,
